id,reward
0,1.9700659824793163
1,1.9577665251479033
2,1.9557049148529972
3,1.9551285492121264
4,1.9550904714049526
5,1.9466995670153535
6,1.9404455241689438
7,1.9253473643619166
8,1.9225919674776066
9,1.9206689395931655
10,1.9028644338609153
11,1.8983107308521767
12,1.8966825458111871
13,1.8838607761440147
14,1.8814502827012154
15,1.8795205994220612
16,1.8746823853035823
17,1.871170814577019
18,1.8677160723633834
19,1.8503818829742058
20,1.8492110812131628
21,1.8478877536719627
22,1.8405570240206686
23,1.8365038060067076
24,1.8327820339131051
25,1.8285698967141055
26,1.8062175236254168
27,1.7971889681226068
28,1.795619267120757
29,1.7950880936659783
30,1.789479604119962
31,1.7803836680004035
32,1.7730861185555151
33,1.7630895756206457
34,1.757772159572947
35,1.7544106695764787
36,1.7274204228492618
37,1.6906386985590802
38,1.6892716747519114
39,1.668685115019014
40,1.661707260299596
41,1.6574364443449694
42,1.6407655060361934
43,1.6196030668802774
44,1.6045195715598655
45,1.5869276244081005
46,1.5793890585094585
47,1.577359396450246
48,1.547237349575321
49,1.5286363552855962
50,1.5151601953842115
51,1.505030956803536
52,1.4946163708841305
53,1.4917277211157025
54,1.4862693844852908
55,1.480315064621015
56,1.4796221497360715
57,1.4793395115775925
58,1.4753741358525625
59,1.471039840248766
60,1.4620796071779432
61,1.4613816732108804
62,1.44774140484718
63,1.4174231910421808
64,1.408893298991208
65,1.3882527421395943
66,1.3847287510310495
67,1.3790220781176707
68,1.3681248322206208
69,1.3617958598124562
70,1.33495156092232
71,1.3084782638158092
72,1.2817759847632104
73,1.2575167304381372
74,1.2360833748992968
75,1.221064983003008
76,1.2210395537930767
77,1.2115650826369744
78,1.2072996287515387
79,1.1942654455041173
80,1.1814186513731504
81,1.1678706110546864
82,1.1534061982518553
83,1.1453385123267101
84,1.1283542782383156
85,1.1187890768688171
86,1.1004099624353834
87,1.0839881599024186
88,1.0747261196317626
89,1.0743597867826993
90,1.0483535362476546
91,1.0318266141270396
92,1.024808565718333
93,1.0227771464758117
94,1.0153317037809206
95,1.0127943938665092
96,1.0116123855961363
97,1.007162360405599
98,1.0
99,0.9826835586330581
100,0.9453878683100516
101,0.9217725155672384
102,0.917590858468314
103,0.9170324322446799
104,0.9118736834473151
105,0.9098750901610498
106,0.8847902200336257
107,0.8797028722621127
108,0.824046018307389
109,0.785286737300406
110,0.7582855551265492
111,0.7322320998277266
112,0.724742750357253
113,0.7029890734471878
114,0.6915764536145517
115,0.6670203529089938
116,0.6645147350713486
117,0.5959
118,0.5927
119,0.5834999999999999
120,0.5796
121,0.5556
122,0.5515
123,0.5385
124,0.5379
125,0.5334
126,0.5333000000000001
127,0.5282000000000001
128,0.5268
129,0.5148
130,0.5113
131,0.49870000000000014
132,0.4984
133,0.49040000000000006
134,0.48580000000000007
135,0.4838
136,0.4813
137,0.4718
138,0.46019999999999994
139,0.4579
140,0.45380000000000004
141,0.44410000000000005
142,0.433
143,0.43129999999999996
144,0.4286
145,0.428
146,0.42590000000000006
147,0.4244
148,0.41620000000000007
149,0.41359999999999997
150,0.41119999999999995
151,0.4107
152,0.41059999999999997
153,0.407
154,0.4066
155,0.4033
156,0.3934
157,0.3766
158,0.37349999999999994
159,0.37260000000000004
160,0.36469999999999997
161,0.345
162,0.3448
163,0.32549999999999996
164,0.3244
165,0.3239
166,0.3236
167,0.32130000000000003
168,0.31710000000000005
169,0.3161
170,0.30870000000000003
171,0.3067
172,0.3036
173,0.3018
174,0.2966
175,0.2954
176,0.2932
177,0.2915
178,0.2882
179,0.28539999999999993
180,0.2806
181,0.2792
182,0.2751
183,0.2734
184,0.2708
185,0.2696
186,0.2682
187,0.2651
188,0.2645
189,0.2639
190,0.2622
191,0.259
192,0.2579
193,0.25770000000000004
194,0.2577
195,0.2574
196,0.25420000000000004
197,0.25320000000000004
198,0.25020000000000003
199,0.24869999999999998
200,0.24609999999999996
201,0.24529999999999996
202,0.24420000000000003
203,0.2376
204,0.23479999999999998
205,0.2341
206,0.2339
207,0.23389999999999997
208,0.23309999999999997
209,0.23139999999999997
210,0.2297
211,0.2293
212,0.22929999999999995
213,0.22740000000000002
214,0.2266
215,0.22619999999999998
216,0.22
217,0.21810000000000002
218,0.21719999999999998
219,0.2167
220,0.2159
221,0.2155
222,0.21520000000000003
223,0.21270000000000003
224,0.21209999999999993
225,0.2097
226,0.2087
227,0.20739999999999997
228,0.20679999999999996
229,0.20619999999999997
230,0.20540000000000003
231,0.2042
232,0.20319999999999996
233,0.19980000000000003
234,0.1997
235,0.19939999999999997
236,0.1989
237,0.19879999999999998
238,0.19570000000000004
239,0.19380000000000003
240,0.19359999999999997
241,0.192
242,0.1905
243,0.1862
244,0.18259999999999998
245,0.1744
246,0.17250000000000004
247,0.17170000000000002
248,0.1699
249,0.1691
250,0.16670000000000001
251,0.16570000000000001
252,0.1642
253,0.16210000000000002
254,0.162
255,0.16149999999999998
256,0.16080000000000003
257,0.1607
258,0.16010000000000002
259,0.1567
260,0.1566
261,0.1563
262,0.1561
263,0.15500000000000003
264,0.154
265,0.1539
266,0.1537
267,0.1529
268,0.1522
269,0.1518
270,0.15100000000000002
271,0.14880000000000002
272,0.147
273,0.14679999999999999
274,0.1457
275,0.14539999999999997
276,0.1453
277,0.14420000000000002
278,0.1442
279,0.1441
280,0.1418
281,0.1411
282,0.1406
283,0.14049999999999999
284,0.14029999999999998
285,0.1399
286,0.1394
287,0.13870000000000002
288,0.1378
289,0.13770000000000004
290,0.1377
291,0.1371
292,0.1367
293,0.1365
294,0.1359
295,0.13550000000000004
296,0.1353
297,0.1349
298,0.1339
299,0.1334
300,0.1325
301,0.1318
302,0.13110000000000002
303,0.1311
304,0.13049999999999998
305,0.13
306,0.12969999999999998
307,0.12899999999999998
308,0.12829999999999997
309,0.128
310,0.1276
311,0.1272
312,0.1264
313,0.12610000000000002
314,0.12580000000000002
315,0.12510000000000002
316,0.1249
317,0.12459999999999999
318,0.1245
319,0.1242
320,0.12400000000000003
321,0.12359999999999999
322,0.12269999999999999
323,0.1226
324,0.12250000000000001
325,0.12249999999999998
326,0.12150000000000002
327,0.12149999999999998
328,0.12140000000000001
329,0.1202
330,0.1197
331,0.11939999999999999
332,0.1193
333,0.11900000000000001
334,0.11869999999999999
335,0.11860000000000001
336,0.11850000000000001
337,0.1183
338,0.1179
339,0.11780000000000002
340,0.1177
341,0.1175
342,0.1173
343,0.1171
344,0.11690000000000002
345,0.11680000000000001
346,0.1161
347,0.11599999999999999
348,0.11559999999999998
349,0.1155
350,0.11519999999999998
351,0.1151
352,0.115
353,0.1149
354,0.11489999999999999
355,0.11449999999999999
356,0.11440000000000002
357,0.11329999999999998
358,0.11230000000000002
359,0.111
360,0.1107
361,0.10949999999999999
362,0.1088
363,0.1084
364,0.1076
365,0.10749999999999998
366,0.10719999999999999
367,0.10699999999999997
368,0.10680000000000002
369,0.106
370,0.1054
371,0.10529999999999999
372,0.10490000000000001
373,0.10450000000000001
374,0.10439999999999999
375,0.10400000000000001
376,0.10379999999999999
377,0.10369999999999999
378,0.10360000000000001
379,0.10339999999999999
380,0.10319999999999999
381,0.1029
382,0.10279999999999999
383,0.10270000000000001
384,0.1023
385,0.10229999999999999
386,0.1015
387,0.1008
388,0.1001
389,0.0993
390,0.0992
391,0.09819999999999998
392,0.0981
393,0.09789999999999999
394,0.09769999999999998
395,0.09759999999999999
396,0.0974
397,0.09649999999999999
398,0.0964
399,0.09639999999999999
400,0.09600000000000002
401,0.096
402,0.09599999999999997
403,0.09590000000000004
404,0.09570000000000001
405,0.0956
406,0.0946
407,0.0943
408,0.0941
409,0.09370000000000003
410,0.0937
411,0.09350000000000001
412,0.0934
413,0.0923
414,0.09209999999999999
415,0.092
416,0.09159999999999999
417,0.09140000000000001
418,0.0913
419,0.09129999999999999
420,0.0911
421,0.09090000000000002
422,0.0907
423,0.0903
424,0.09010000000000001
425,0.09
426,0.08960000000000001
427,0.08849999999999998
428,0.08830000000000002
429,0.0883
430,0.0875
431,0.08669999999999999
432,0.08650000000000001
433,0.0857
434,0.08549999999999999
435,0.0854
436,0.08530000000000001
437,0.08479999999999999
438,0.0846
439,0.08439999999999999
440,0.08410000000000002
441,0.084
442,0.0839
443,0.08299999999999999
444,0.08259999999999999
445,0.0823
446,0.08209999999999999
447,0.0819
448,0.0816
449,0.0815
450,0.08089999999999999
451,0.08079999999999998
452,0.0803
453,0.08020000000000001
454,0.0802
455,0.0795
456,0.07930000000000001
457,0.07919999999999999
458,0.0788
459,0.07849999999999999
460,0.0784
461,0.0781
462,0.0777
463,0.07769999999999999
464,0.07749999999999999
465,0.07730000000000001
466,0.07690000000000001
467,0.0766
468,0.07659999999999999
469,0.0765
470,0.0764
471,0.07630000000000002
472,0.07629999999999999
473,0.0758
474,0.0757
475,0.0756
476,0.0754
477,0.07529999999999999
478,0.0751
479,0.075
480,0.07479999999999999
481,0.0747
482,0.07459999999999999
483,0.0745
484,0.07429999999999999
485,0.0742
486,0.0741
487,0.074
488,0.0739
489,0.07379999999999999
490,0.0736
491,0.07350000000000001
492,0.07349999999999998
493,0.07319999999999999
494,0.0731
495,0.073
496,0.0727
497,0.07260000000000001
498,0.0723
499,0.0719
