id,reward
0,3.907072976231575
1,3.9054951447248474
2,3.90388664573431
3,3.9033898103237163
4,3.9027593127012254
5,3.897868645381928
6,3.891967643201352
7,3.8916811443328863
8,3.888919645166397
9,3.8867749762535095
10,3.886707808971405
11,3.886529478430748
12,3.8864693099260332
13,3.886358144879341
14,3.8863374793529513
15,3.8858621454238884
16,3.8853824770450585
17,3.885253976583481
18,3.8850753080844886
19,3.884935476779938
20,3.8848039758205415
21,3.884702478647232
22,3.88432764544487
23,3.883536143302917
24,3.8830636437177657
25,3.882726141810417
26,3.8825204771757127
27,3.882115311622621
28,3.8818604793787013
29,3.88125081357956
30,3.8792931429386144
31,3.8789246429920192
32,3.878852810621261
33,3.878607476449013
34,3.87806697819233
35,3.8745198114871977
36,3.874368812656402
37,3.8736783128976815
38,3.8733003119468687
39,3.8714104755401606
40,3.8713099765777583
41,3.8685124784708016
42,3.8682109791040418
43,3.868107312321663
44,3.867139310145378
45,3.8665259772539136
46,3.866336979269982
47,3.8662929782867432
48,3.866187644004822
49,3.865873812437057
50,3.8652368093252174
51,3.865202477002145
52,3.865001810789108
53,3.864396310281753
54,3.8641348099946975
55,3.863872309732437
56,3.8637978094816208
57,3.863751644706726
58,3.8634993112325673
59,3.8634886431694033
60,3.8629021431207655
61,3.8621206442117684
62,3.861927142739297
63,3.8616863101720815
64,3.861260644388199
65,3.86095097720623
66,3.86021747801304
67,3.860129643082619
68,3.8568423104286182
69,3.8561498128414153
70,3.8530616451501847
71,3.8527261448860166
72,3.852553143882752
73,3.8523103118181226
74,3.851997811770439
75,3.851544810175896
76,3.851520645499228
77,3.851304310965538
78,3.849982979917526
79,3.848963311314583
80,3.8486611449718473
81,3.8484653095006944
82,3.848464309978485
83,3.8481049799919127
84,3.847751643657684
85,3.8474309772491457
86,3.847040309309959
87,3.845417976140976
88,3.8445426440477366
89,3.843465978074074
90,3.8394519771575935
91,3.8393921451330177
92,3.8345291429758084
93,3.8324531453847888
94,3.8310286442518233
95,3.8304558128118513
96,3.8303229781389234
97,3.829314647459984
98,3.8284374767541887
99,3.82748047658205
100,3.824292645215989
101,3.823904811143875
102,3.8227293113231657
103,3.8224343105793
104,3.822289144682884
105,3.8210519768714906
106,3.820110644745826
107,3.8181073117971422
108,3.8176866430282583
109,3.8172301460027684
110,3.81708314268589
111,3.8169131470441817
112,3.816023142123224
113,3.8114398118257515
114,3.811119810581207
115,3.8084901441335686
116,3.808263310194016
117,3.807926146364212
118,3.8072746430873865
119,3.8067249768972404
120,3.8066716438531873
121,3.8051363119125368
122,3.802025978255272
123,3.7982883105754848
124,3.795162477254868
125,3.7937873123645782
126,3.788165645432472
127,3.788087644958496
128,3.779479479813576
129,3.7786816537380217
130,3.7784331435203553
131,3.7775623095750808
132,3.776546318078041
133,3.7755176440954212
134,3.77197414302826
135,3.7646648105144505
136,3.761504644870758
137,3.760909145236016
138,3.760477811765672
139,3.75995497906208
140,3.754167143821716
141,3.743672478723527
142,3.739219476246834
143,3.734976478481293
144,3.733872644495964
145,3.7070304772377014
146,3.7042876449108126
147,3.700406810832024
148,3.6995414771080015
149,3.6943563094258307
150,3.6929541428089134
151,3.681095976781845
152,3.6545804768562316
